last_name, first_name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
Wick, Rowan,592858,CHC,FF,4-Seamer,0.3,1,249,62.3,60,0.182,0.205,0.301,26.1,28.3,28.8,0.16,0.274,0.314,39.3
Johnson, Pierce,572955,SD,FF,4-Seamer,0.3,1,340,32.5,60,0.267,0.4,0.406,24.8,26.7,12.7,0.167,0.272,0.315,27.6
Muller, Kyle,666205,ATL,FF,4-Seamer,-0.4,-1,280,41.4,60,0.275,0.373,0.354,18.3,15,13.8,0.247,0.363,0.322,51.2
Bedrosian, Cam,592135,PHI,FF,4-Seamer,0.5,1,235,50.2,59,0.326,0.609,0.452,22.3,20.3,16.9,0.303,0.534,0.422,57.1
Nolin, Sean,543594,WSH,FF,4-Seamer,1.4,3,228,45.7,59,0.383,0.596,0.478,18.2,15.3,13.4,0.245,0.411,0.346,45
Hess, David,605276,TB,FF,4-Seamer,4.3,9,213,58,59,0.333,0.708,0.489,16.5,16.9,14.5,0.303,0.628,0.452,53.8
Junis, Jakob,596001,KC,FF,4-Seamer,1.7,4,219,34.9,58,0.296,0.593,0.397,12.8,10.3,11.5,0.346,0.714,0.46,47.9
Cessa, Luis,570666,CIN,FF,4-Seamer,-0.3,-1,200,21.1,57,0.245,0.408,0.339,14.8,14,15.1,0.266,0.453,0.362,46.3
Hale, David,571735,PHI,FF,4-Seamer,4,9,216,46.9,57,0.353,0.51,0.399,16.2,17.5,17.9,0.362,0.603,0.441,63.4
Hammer, JD,670456,PHI,FF,4-Seamer,1.4,4,249,61.5,57,0.292,0.521,0.402,20.9,21.1,16.2,0.253,0.424,0.351,58.3
Selman, Sam,572125,LAA,FF,4-Seamer,-0.8,-2,273,55.3,57,0.214,0.262,0.302,20.8,15.8,10.1,0.256,0.309,0.348,25
Alexy, A.J.,669935,TEX,FF,4-Seamer,-1,-2,231,54.5,57,0.114,0.273,0.271,16.4,14,12.3,0.282,0.508,0.406,37.8
Knebel, Corey,608349,LAD,FF,4-Seamer,-1.8,-4,232,58.1,57,0.167,0.313,0.269,32.8,31.6,25.4,0.197,0.335,0.298,38.7
Feliz, Michael,593140,OAK,FF,4-Seamer,2.1,5,215,58.1,57,0.352,0.63,0.432,18.3,24.6,20.6,0.333,0.635,0.423,55
Ross, Joe,605452,WSH,FF,4-Seamer,2.5,7,272,16,57,0.22,0.46,0.337,37.7,40.4,18.5,0.197,0.377,0.298,33.3
Garrett, Braxton,666129,MIA,FF,4-Seamer,1.1,2,203,33.6,56,0.273,0.409,0.369,13.8,19.6,19,0.296,0.447,0.389,40
Barlow, Joe,669618,TEX,FF,4-Seamer,-1.5,-3,205,45.1,56,0.16,0.32,0.26,17.9,17.9,16.9,0.231,0.421,0.32,37.5
Gant, John,607231,MIN,FF,4-Seamer,1.7,4,240,12.2,56,0.271,0.458,0.318,22,32.1,16.8,0.179,0.275,0.252,28.1
Castro, Anthony,621593,TOR,FF,4-Seamer,0.5,1,234,51.4,55,0.271,0.479,0.391,16.8,16.4,15.8,0.258,0.408,0.338,43.6
Ureña, José,570632,DET,FF,4-Seamer,1.1,3,278,16.4,55,0.283,0.543,0.422,12.4,3.6,5.4,0.345,0.735,0.491,54.5
Reid-Foley, Sean,656887,NYM,FF,4-Seamer,1.8,4,233,62.8,54,0.292,0.458,0.381,27.7,25.9,23.7,0.269,0.502,0.366,50
Ottavino, Adam,493603,BOS,FF,4-Seamer,-2.9,-7,237,20.7,54,0.106,0.17,0.194,33.9,42.6,24.2,0.157,0.232,0.235,50
Ellis, Chris,595939,BAL,FF,4-Seamer,-1.2,-3,232,48.1,54,0.17,0.319,0.271,21,9.3,9.8,0.244,0.507,0.364,50
Cotton, Jharel,605194,TEX,FF,4-Seamer,-1.6,-4,250,46.2,53,0.214,0.381,0.346,24.4,13.2,13.5,0.235,0.469,0.381,28.6
Williams, Devin,642207,MIL,FF,4-Seamer,0.6,2,333,33.5,53,0.243,0.514,0.42,32.5,32.1,19.5,0.228,0.468,0.402,42.9
Watson, Tony,453265,SF,FF,4-Seamer,-1,-2,218,25.2,53,0.208,0.313,0.269,20,30.2,23.9,0.18,0.28,0.243,37.5
Campbell, Paul,669294,MIA,FF,4-Seamer,3,6,210,44.9,53,0.367,0.673,0.494,17.1,20.8,20.8,0.311,0.592,0.404,44.7
Familia, Jeurys,544727,NYM,FF,4-Seamer,-3.6,-5,147,14.5,53,0.073,0.073,0.209,31.9,47.2,25,0.112,0.172,0.252,56.3
Rucker, Michael,621074,CHC,FF,4-Seamer,0.7,1,181,36.9,52,0.302,0.605,0.424,25.8,23.1,26.1,0.313,0.675,0.45,46.9
Martin, Corbin,656686,ARI,FF,4-Seamer,4.6,10,219,64,52,0.405,0.892,0.582,17.5,15.4,12.5,0.333,0.749,0.514,61.3
Perdomo, Angel,622780,MIL,FF,4-Seamer,-0.8,-2,230,65,52,0.184,0.421,0.36,33.7,32.7,21.3,0.198,0.497,0.388,40.9
Ramirez, Noé,598287,ARI,FF,4-Seamer,-1.8,-4,217,37.5,52,0.19,0.31,0.294,22.5,13.5,12.3,0.177,0.314,0.293,25
Holloway, Jordan,656548,MIA,FF,4-Seamer,0.2,0,222,33.4,51,0.22,0.366,0.338,21.3,17.6,14.8,0.309,0.54,0.425,43.8
Tomlin, Josh,458708,ATL,FF,4-Seamer,-0.6,-1,182,22.5,51,0.286,0.429,0.325,12.1,13.7,12.5,0.299,0.434,0.329,45.2
Wantz, Andrew,681806,LAA,FF,4-Seamer,0.9,2,220,45.5,50,0.25,0.375,0.356,30.7,32,22.2,0.246,0.418,0.365,33.3
Guenther, Sean,674944,MIA,FF,4-Seamer,2.9,6,205,56.9,50,0.333,0.513,0.427,24,12,13.3,0.279,0.486,0.395,45.7
Enns, Dietrich,608650,TB,FF,4-Seamer,0.7,1,211,58.6,49,0.227,0.341,0.329,25.4,32.7,22.5,0.181,0.27,0.245,35.7
Cishek, Steve,518553,LAA,FF,4-Seamer,-2.6,-5,210,16.7,49,0.095,0.167,0.188,37.5,44.9,18.8,0.161,0.296,0.254,38.1
Miller, Justin,502522,STL,FF,4-Seamer,4.9,8,155,52.5,49,0.326,0.698,0.448,19.5,18.4,17.3,0.349,0.75,0.475,51.4
Maples, Dillon,596027,CHC,FF,4-Seamer,-1.3,-2,187,33.1,49,0.167,0.333,0.345,14.3,8.2,16.7,0.281,0.493,0.415,54.5
Cleavinger, Garrett,664076,LAD,FF,4-Seamer,2,4,194,54.5,48,0.375,0.65,0.481,15.1,8.3,9.1,0.295,0.567,0.409,47.4
Price, David,456034,LAD,FF,4-Seamer,-2.4,-5,212,18,48,0.227,0.318,0.267,29,29.2,23.3,0.182,0.272,0.227,38.7
Hutchison, Drew,571800,DET,FF,4-Seamer,-1.4,-3,176,51.9,48,0.282,0.333,0.345,17.6,8.3,10.3,0.289,0.378,0.388,50
Guerra, Junior,448855,LAA,FF,4-Seamer,2.5,5,215,17.6,48,0.316,0.526,0.454,24.2,16.7,17.8,0.232,0.411,0.348,38.7
Coonrod, Sam,656322,PHI,FF,4-Seamer,-1.4,-2,139,19.5,47,0.182,0.227,0.213,44.2,55.3,29.2,0.115,0.197,0.169,38.9
Pearson, Nate,663878,TOR,FF,4-Seamer,0.1,0,189,62.8,47,0.211,0.342,0.345,30.7,31.9,39.5,0.186,0.316,0.306,52.2
Brault, Steven,643230,PIT,FF,4-Seamer,-1.2,-2,199,40,47,0.25,0.475,0.357,17.5,14.9,13,0.286,0.558,0.4,55.9
Mejía, Humberto,650668,ARI,FF,4-Seamer,3.2,6,178,42.3,46,0.45,1.05,0.632,15.8,10.9,9.4,0.33,0.682,0.458,34.3
Anderson, Drew,623454,TEX,FF,4-Seamer,-0.8,-1,174,49.4,46,0.238,0.333,0.308,22.5,13,11.1,0.243,0.398,0.31,38.9
Benjamin, Wes,605138,TEX,FF,4-Seamer,2.2,4,201,43.6,46,0.286,0.457,0.429,19.1,15.2,11.3,0.289,0.506,0.422,39.3
Abbott, Cory,676265,CHC,FF,4-Seamer,2.3,5,207,58.8,46,0.378,0.865,0.55,14.1,6.5,6.4,0.32,0.75,0.489,45.7
Dugger, Robert,667498,SEA,FF,4-Seamer,1.3,2,151,32.8,45,0.306,0.5,0.4,8.8,8.9,9.1,0.311,0.5,0.406,51.5
Pérez, Martín,527048,BOS,FF,4-Seamer,0.2,1,240,12.9,45,0.25,0.477,0.337,17.3,22.2,13.9,0.251,0.513,0.327,35.3
Otto, Glenn,657248,TEX,FF,4-Seamer,3.1,7,219,48.9,45,0.378,0.568,0.475,15.3,13.3,9,0.29,0.468,0.383,46.9
Cabrera, Edward,665795,MIA,FF,4-Seamer,0.8,2,187,38.8,45,0.229,0.429,0.372,17.9,22.2,30.3,0.338,0.683,0.489,64
Okert, Steven,595345,MIA,FF,4-Seamer,0.2,0,185,30.8,44,0.242,0.455,0.395,19.3,18.2,13.8,0.256,0.515,0.417,64
Webb, Logan,657277,SF,FF,4-Seamer,1,2,216,9.8,43,0.265,0.324,0.343,21.3,27.9,16,0.237,0.32,0.328,43.5
Fulmer, Carson,608334,CIN,FF,4-Seamer,3.4,6,176,39.3,43,0.419,0.774,0.559,17.9,9.3,11.8,0.361,0.682,0.512,51.9
Eflin, Zach,621107,PHI,FF,4-Seamer,-0.4,-1,201,12.4,43,0.263,0.421,0.341,31.5,25.6,17.5,0.221,0.325,0.289,37
Anderson, Shaun,641312,SD,FF,4-Seamer,5.9,9,145,33.2,43,0.359,0.718,0.51,23,14,20,0.286,0.581,0.395,45.5
Guduan, Reymin,594056,OAK,FF,4-Seamer,1.1,2,139,60.7,43,0.389,0.5,0.376,12.3,4.7,8.3,0.383,0.568,0.461,44.7
Greene, Conner,641632,BAL,FF,4-Seamer,-0.1,0,158,35.3,43,0.324,0.459,0.374,21.3,16.3,17.9,0.331,0.53,0.399,35.5
Workman, Brandon,519443,BOS,FF,4-Seamer,2.4,4,182,35.3,43,0.364,0.697,0.507,22.4,18.6,18.6,0.289,0.513,0.423,64
Lorenzen, Michael,547179,CIN,FF,4-Seamer,-1.2,-1,127,26.4,42,0.205,0.333,0.237,20.3,28.6,17.9,0.208,0.33,0.235,51.7
Castro, Kervin,665645,SF,FF,4-Seamer,-3.2,-5,149,74.1,42,0.243,0.27,0.257,29.5,21.4,23.7,0.231,0.387,0.31,23.3
Lakins Sr., Travis,664042,BAL,FF,4-Seamer,-1.2,-2,175,34.9,42,0.167,0.222,0.245,24.3,19,17.4,0.2,0.364,0.303,35.7
Shoemaker, Matt,533167,MIN,FF,4-Seamer,0.6,2,260,24.4,42,0.361,0.694,0.516,18.6,7.1,6.5,0.361,0.808,0.516,51.5
Brebbia, John,605154,SF,FF,4-Seamer,-0.6,-1,164,49.4,42,0.256,0.308,0.293,30.7,38.1,26.2,0.204,0.274,0.229,41.7
Sánchez, Miguel,667376,MIL,FF,4-Seamer,3,5,178,37.9,42,0.441,0.882,0.587,25.5,7.1,7.1,0.418,0.847,0.546,48.5
Castano, Daniel,641447,MIA,FF,4-Seamer,2.9,4,141,42.3,41,0.316,0.658,0.473,15.1,12.2,11.9,0.358,0.675,0.455,45.5
Buchter, Ryan,488748,ARI,FF,4-Seamer,3.4,5,151,51.4,41,0.355,0.774,0.51,16.9,12.2,18.5,0.277,0.538,0.428,59.3
Newsome, Ljay,664714,SEA,FF,4-Seamer,-1.8,-3,160,58,41,0.25,0.444,0.319,25.5,31.7,22.4,0.219,0.456,0.314,40
Bergen, Travis,664157,TOR,FF,4-Seamer,0,0,164,87.2,41,0.161,0.29,0.338,21.6,9.8,10,0.198,0.388,0.358,33.3
Fulmer, Michael,605242,DET,FF,4-Seamer,-0.8,-2,207,17.5,41,0.2,0.457,0.335,30.3,26.8,16.7,0.265,0.558,0.395,41.7
Miller, Shelby,571946,PIT,FF,4-Seamer,3.1,5,173,63.4,41,0.29,0.516,0.43,22.1,12.2,10,0.293,0.468,0.415,42.3
Nelson, Jimmy,519076,LAD,FF,4-Seamer,-1.6,-3,173,33.1,41,0.171,0.229,0.24,25.4,31.7,34.2,0.136,0.211,0.216,34.8
LeBlanc, Wade,453281,STL,FF,4-Seamer,-3.1,-4,119,15,40,0.189,0.351,0.254,10.7,10,11.8,0.276,0.519,0.353,35.3
Arihara, Kohei,685503,TEX,FF,4-Seamer,2.1,4,205,29.5,40,0.406,0.844,0.559,6.6,7.5,7.7,0.428,0.961,0.602,65.5
Crismatt, Nabil,622503,SD,FF,4-Seamer,0.7,1,175,13.1,40,0.324,0.647,0.453,12.5,12.5,11.4,0.351,0.717,0.487,51.7
Winkler, Dan,595465,CHC,FF,4-Seamer,3.2,5,157,19.9,40,0.172,0.345,0.378,26.1,30,19.7,0.151,0.263,0.31,44.4
Mikolas, Miles,571945,STL,FF,4-Seamer,-1.6,-3,188,26.5,40,0.167,0.278,0.217,17.6,17.5,10.3,0.279,0.475,0.34,32.3
Baldonado, Alberto,593604,WSH,FF,4-Seamer,0.3,0,130,60.5,40,0.273,0.455,0.372,24.2,25,27.8,0.253,0.497,0.375,25
Lambert, Jimmy,669424,CWS,FF,4-Seamer,-0.1,0,129,52.4,40,0.303,0.485,0.384,15.3,15,18.2,0.263,0.435,0.35,39.3
Margevicius, Nick,676606,SEA,FF,4-Seamer,1.7,3,184,71,39,0.242,0.333,0.342,15.7,25.6,16.4,0.247,0.386,0.336,43.5
Coulombe, Danny,543056,MIN,FF,4-Seamer,-0.2,0,139,26.3,39,0.297,0.514,0.364,11.8,15.4,21.4,0.277,0.499,0.349,41.9
Farrell, Luke,608652,MIN,FF,4-Seamer,1.6,3,190,40.2,39,0.394,0.606,0.472,15.3,7.7,8.8,0.419,0.692,0.507,56.7
Smith, Joe,501925,SEA,FF,4-Seamer,2.9,4,152,23.4,38,0.353,0.588,0.416,17.2,23.7,14.3,0.267,0.453,0.329,34.6
Rodríguez, Joely,570257,NYY,FF,4-Seamer,3.6,5,134,17.3,38,0.357,0.607,0.451,26,21.1,18.2,0.271,0.573,0.411,45.5
Conley, Adam,543045,TB,FF,4-Seamer,-0.6,-1,160,54.1,38,0.25,0.531,0.391,20.7,21.1,17.8,0.199,0.352,0.298,40
Crick, Kyle,605195,PIT,FF,4-Seamer,0.1,0,161,37.1,38,0.091,0.136,0.351,20,7.9,18.8,0.24,0.481,0.471,21.1
Stashak, Cody,664054,MIN,FF,4-Seamer,1.6,2,140,45.5,37,0.308,0.462,0.428,26.6,24.3,29,0.252,0.383,0.396,31.6
Valdez, Framber,664285,HOU,FF,4-Seamer,2.2,2,111,5.3,37,0.381,0.619,0.546,9.8,8.1,20,0.258,0.447,0.473,61.1
Tyler, Kyle,667725,LAA,FF,4-Seamer,-4.3,-5,119,62.6,37,0.034,0.138,0.186,10.7,13.5,16.1,0.137,0.323,0.282,32
Castellanos, Humberto,528748,ARI,FF,4-Seamer,0.5,1,161,22.2,36,0.222,0.407,0.366,13.3,8.3,6.3,0.297,0.477,0.414,40
Davidson, Tucker,656353,ATL,FF,4-Seamer,1,2,148,48.8,36,0.313,0.594,0.443,15.9,13.9,17.9,0.352,0.762,0.491,51.9
Whitlock, Garrett,676477,BOS,FF,4-Seamer,-3.4,-4,109,9.5,36,0.061,0.242,0.169,37.9,50,31,0.117,0.273,0.207,40
Webb, Tyler,643778,STL,FF,4-Seamer,4.2,6,152,38.8,36,0.333,0.444,0.454,21.4,19.4,13,0.279,0.402,0.393,60
Murphy, Patrick,641907,WSH,FF,4-Seamer,0.2,0,157,32.3,36,0.273,0.455,0.353,26.6,33.3,24.5,0.236,0.403,0.308,52.4
Wright Jr., Mike,605541,CWS,FF,4-Seamer,-2.2,-3,125,38.5,35,0.226,0.323,0.29,19.1,14.3,13.9,0.186,0.264,0.252,30.8
Harper, Ryne,607560,WSH,FF,4-Seamer,-1.2,-1,124,21.9,35,0.2,0.367,0.331,19.2,20,29.2,0.21,0.304,0.29,34.8
Klobosits, Gabe,656620,WSH,FF,4-Seamer,1.1,1,128,66,35,0.313,0.375,0.337,18.8,11.4,12.1,0.237,0.326,0.282,53.6
Peters, Dillon,596071,PIT,FF,4-Seamer,0.2,0,155,35,35,0.29,0.387,0.341,14.3,8.6,8.1,0.282,0.463,0.36,39.3
Albers, Andrew,452027,MIN,FF,4-Seamer,3.6,4,116,31.8,35,0.258,0.677,0.421,8.6,22.9,14.8,0.296,0.667,0.435,34.8
Bettinger, Alec,676424,MIL,FF,4-Seamer,-2.6,-3,127,63.8,35,0.25,0.344,0.284,14.3,11.4,11.1,0.307,0.431,0.339,37.9
Dayton, Grant,594795,ATL,FF,4-Seamer,3.6,6,161,64.4,35,0.379,0.69,0.48,22,14.3,11.4,0.285,0.478,0.365,46.2
Ríos, Yacksel,605441,BOS,FF,4-Seamer,1.2,2,135,29.5,35,0.267,0.5,0.377,27,25.7,26.5,0.25,0.601,0.402,57.1
Lindblom, Josh,458676,MIL,FF,4-Seamer,-1.6,-2,127,37.1,35,0.3,0.433,0.371,22.6,28.6,24.4,0.262,0.412,0.346,55
Young, Alex,622065,CLE,FF,4-Seamer,4.5,6,141,15.5,34,0.375,0.75,0.564,16.4,8.8,9.7,0.435,0.886,0.591,50
Burrows, Beau,663366,MIN,FF,4-Seamer,1.3,2,154,57.7,34,0.32,0.68,0.457,15.3,17.6,12.5,0.291,0.637,0.41,36.4
Brice, Austin,592169,BOS,FF,4-Seamer,1.5,2,122,44.5,33,0.222,0.407,0.345,22.4,24.2,15.7,0.156,0.357,0.302,47.4
Doval, Camilo,666808,SF,FF,4-Seamer,-0.7,-1,188,41.6,33,0.259,0.481,0.385,21.6,18.2,12.5,0.24,0.401,0.351,38.1
Kriske, Brooks,621139,BAL,FF,4-Seamer,6.1,6,105,54.1,33,0.423,1.269,0.67,10.5,3,7.7,0.26,0.659,0.424,55.6
Mejía, J.C.,650496,CLE,FF,4-Seamer,1.3,2,160,16.3,33,0.31,0.724,0.489,11.9,18.2,13.6,0.31,0.607,0.423,65.2
Nelson, Nick,656793,NYY,FF,4-Seamer,5.3,10,182,53.8,33,0.45,0.75,0.612,23,15.2,12.2,0.345,0.682,0.537,66.7
Paredes, Enoli,660600,HOU,FF,4-Seamer,2.9,5,168,66.1,33,0.294,0.294,0.482,24,21.2,20.6,0.281,0.445,0.479,63.6
Jackson, Jay,543351,SF,FF,4-Seamer,-1.1,-1,135,34.5,33,0.154,0.269,0.278,26.9,30.3,23.3,0.196,0.415,0.338,47.1
King, Michael,650633,NYY,FF,4-Seamer,-2.1,-2,89,8.8,33,0.094,0.188,0.136,34,45.5,24.6,0.202,0.496,0.299,58.8
Álvarez, José,501625,SF,FF,4-Seamer,-0.3,0,119,12.3,32,0.172,0.31,0.28,20.8,15.6,12.5,0.211,0.38,0.294,41.7
Garza Jr., Ralph,621248,MIN,FF,4-Seamer,0.4,0,92,19,32,0.231,0.615,0.413,19.1,12.5,16.7,0.287,0.652,0.447,59.1
Junk, Janson,676083,LAA,FF,4-Seamer,1.7,2,128,51.8,32,0.31,0.724,0.477,17.2,12.5,13.8,0.368,0.8,0.502,38.5
Adam, Jason,592094,CHC,FF,4-Seamer,2.3,3,125,57.3,32,0.296,0.556,0.413,21,28.1,25.7,0.201,0.392,0.319,33.3
Santos, Antonio,665733,COL,FF,4-Seamer,-0.9,-1,105,59.7,32,0.259,0.481,0.373,5.1,9.4,14.3,0.283,0.435,0.37,37.5
Bukauskas, J.B.,656266,ARI,FF,4-Seamer,6.4,9,135,47.2,32,0.5,0.821,0.579,9.8,3.1,10,0.369,0.743,0.486,53.6
Burdi, Zack,641420,BAL,FF,4-Seamer,2.7,2,91,51.4,32,0.346,0.692,0.466,23.9,12.5,21.1,0.278,0.551,0.414,52.2
Chacín, Jhoulys,468504,COL,FF,4-Seamer,0.1,0,107,10,31,0.222,0.407,0.323,11.1,12.9,19,0.278,0.427,0.355,43.5
Frankoff, Seth,571676,ARI,FF,4-Seamer,4.4,4,103,39.6,31,0.391,0.739,0.524,6.4,6.5,8.3,0.316,0.618,0.453,47.8
Warren, Art,605521,CIN,FF,4-Seamer,0.8,1,137,40.5,31,0.25,0.458,0.38,29.3,22.6,15.2,0.205,0.318,0.319,27.8
Sceroler, Mac,669135,BAL,FF,4-Seamer,8.2,9,111,56.1,31,0.4,0.8,0.6,13.7,12.9,17.4,0.31,0.648,0.461,52.4
Nance, Tommy,667297,CHC,FF,4-Seamer,1.3,1,98,21.5,31,0.167,0.417,0.345,12.8,25.8,26.7,0.254,0.482,0.399,37.5
Archer, Chris,502042,TB,FF,4-Seamer,0.9,1,147,45,30,0.292,0.667,0.458,15.8,16.7,15.2,0.327,0.786,0.507,68.4
López, Yoan,661255,ARI,FF,4-Seamer,-0.5,-1,111,51.6,30,0.37,0.556,0.407,10,10,23.1,0.37,0.609,0.454,36
Solomon, Peter,656981,HOU,FF,4-Seamer,-3.8,-4,116,51.1,30,0.12,0.12,0.207,20.7,20,18.8,0.206,0.296,0.297,36.8
Sandlin, Nick,680704,CLE,FF,4-Seamer,0.7,1,85,14.1,30,0.143,0.357,0.238,27.9,50,33.3,0.115,0.269,0.194,23.1
Brasier, Ryan,518489,BOS,FF,4-Seamer,-3.1,-4,135,68.5,30,0.308,0.308,0.31,18.8,13.3,14.3,0.292,0.392,0.356,43.5
Naughton, Packy,676050,LAA,FF,4-Seamer,3.2,4,126,32.9,29,0.417,0.542,0.498,11.8,13.8,12.5,0.341,0.47,0.409,55
Merryweather, Julian,657240,TOR,FF,4-Seamer,-0.5,-1,118,54.4,29,0.259,0.593,0.379,19.1,24.1,17.5,0.305,0.675,0.429,60
Heasley, Jon,669169,KC,FF,4-Seamer,0.6,1,110,44,29,0.333,0.556,0.402,6,6.9,6.3,0.331,0.65,0.431,68
Barraclough, Kyle,607457,MIN,FF,4-Seamer,-0.5,-1,140,52.2,29,0.182,0.318,0.307,31.3,37.9,22.4,0.151,0.32,0.315,41.7
Fernández, Julian,642759,COL,FF,4-Seamer,1.4,1,99,84.6,29,0.24,0.44,0.345,19.6,10.3,14.3,0.211,0.388,0.312,40.9
Puk, A.J.,640462,OAK,FF,4-Seamer,-0.8,-1,98,40.3,29,0.25,0.25,0.338,22.2,24.1,23.3,0.21,0.249,0.284,47.1
Jackson, Andre,656578,LAD,FF,4-Seamer,0.2,0,92,46.2,28,0.333,0.429,0.404,22.2,14.3,18.2,0.232,0.331,0.329,26.3
Strasburg, Stephen,544931,WSH,FF,4-Seamer,3.9,4,107,29.6,28,0.304,0.783,0.493,25.6,28.6,32,0.268,0.638,0.434,66.7
Gilbert, Tyler,656457,ARI,FF,4-Seamer,-1.5,-2,148,24.7,28,0.261,0.261,0.281,13.8,14.3,9.3,0.199,0.278,0.286,35
Stock, Robert,476594,NYM,FF,4-Seamer,4.5,5,103,61.3,28,0.35,0.7,0.516,20.5,14.3,16.7,0.34,0.68,0.505,50
Kazmir, Scott,431148,SF,FF,4-Seamer,3.6,4,113,54.6,28,0.304,0.522,0.414,10.9,17.9,15.2,0.26,0.505,0.391,66.7
Thompson, Ryan,657044,TB,FF,4-Seamer,-4.9,-4,74,15.3,27,0.077,0.115,0.106,31.9,63,28.3,0.163,0.307,0.217,66.7
Baumann, Mike,657508,BAL,FF,4-Seamer,2,2,103,55.7,27,0.261,0.565,0.396,21.3,11.1,13.6,0.337,0.939,0.548,65
Kittredge, Andrew,552640,TB,FF,4-Seamer,-6.4,-7,104,10.6,27,0.192,0.231,0.187,14.9,25.9,23.3,0.278,0.536,0.345,40
Detmers, Reid,672282,LAA,FF,4-Seamer,2,3,150,39.6,26,0.375,0.708,0.477,22.9,3.8,2.7,0.334,0.743,0.466,43.5
Warren, Austin,681810,LAA,FF,4-Seamer,-0.3,0,111,36.3,26,0.13,0.261,0.244,25.6,26.9,25.9,0.127,0.277,0.234,31.3
Ortega, Oliver,661383,LAA,FF,4-Seamer,-0.3,0,77,55.4,26,0.375,0.5,0.408,5.4,11.5,20,0.232,0.319,0.276,52.4
Madero, Luís,650347,MIA,FF,4-Seamer,6.6,5,79,36.9,25,0.35,0.9,0.55,16.1,4,9.1,0.338,0.805,0.518,52.6
Cody, Kyle,621129,TEX,FF,4-Seamer,1.2,1,82,39.2,25,0.364,0.636,0.46,27.3,24,33.3,0.338,0.647,0.448,50
Slegers, Aaron,642083,LAA,FF,4-Seamer,2.2,2,93,16.3,25,0.35,0.55,0.45,15.8,8,8,0.349,0.543,0.446,44.4
Beasley, Jeremy,676886,TOR,FF,4-Seamer,1.8,2,110,55.6,25,0.222,0.556,0.428,35.2,28,33.3,0.18,0.458,0.384,45.5
Thorpe, Lewis,626929,MIN,FF,4-Seamer,1.9,2,114,45.4,25,0.333,0.476,0.408,11.6,12,9.4,0.281,0.428,0.371,66.7
Vincent, Nick,543883,MIN,FF,4-Seamer,-1.6,-1,87,47.8,24,0.15,0.2,0.244,28.3,20.8,18.5,0.13,0.152,0.219,46.7
Overton, Connor,656818,PIT,FF,4-Seamer,-0.1,0,102,37.2,24,0.238,0.476,0.321,15.1,25,16.2,0.217,0.362,0.279,37.5
Bass, Anthony,542914,MIA,FF,4-Seamer,-0.1,0,70,7.3,24,0.261,0.565,0.36,17.6,12.5,14.3,0.307,0.604,0.395,65
Swarzak, Anthony,461872,KC,FF,4-Seamer,2.2,2,85,42.7,24,0.364,0.636,0.448,12.2,29.2,29.2,0.279,0.477,0.354,46.7
Duplantier, Jon,641541,ARI,FF,4-Seamer,4,4,99,36.7,24,0.333,0.667,0.483,26.8,29.2,25,0.254,0.61,0.432,25
Abreu, Albert,656061,NYY,FF,4-Seamer,-1.2,-1,103,16,24,0.2,0.4,0.341,20.8,12.5,10,0.285,0.452,0.382,29.4
Miller, Andrew,453192,STL,FF,4-Seamer,2,2,101,16.3,24,0.316,0.632,0.463,6.5,4.2,4.5,0.331,0.661,0.477,61.1
Soto, Gregory,642397,DET,FF,4-Seamer,-3.1,-3,83,7.3,23,0.095,0.238,0.187,51.3,60.9,30.4,0.102,0.201,0.178,28.6
Gonzales, Marco,594835,SEA,FF,4-Seamer,-1.9,-2,119,5.1,23,0.158,0.316,0.268,15.6,8.7,9.1,0.354,0.643,0.459,38.9
Sanchez, Aaron,592717,SF,FF,4-Seamer,1,1,114,19.2,23,0.294,0.412,0.448,15.8,8.7,7.7,0.288,0.401,0.4,33.3
Waddell, Brandon,663399,STL,FF,4-Seamer,1.6,2,100,46.9,23,0.263,0.579,0.43,17.9,13,10,0.261,0.664,0.438,50
Baz, Shane,669358,TB,FF,4-Seamer,-1.7,-2,108,54.5,23,0.143,0.429,0.274,30.4,39.1,31,0.178,0.477,0.305,33.3
Hatch, Thomas,641672,TOR,FF,4-Seamer,3,2,65,39.2,23,0.368,0.842,0.537,8.6,8.7,15.4,0.329,0.753,0.492,52.9
Moran, Jovani,663558,MIN,FF,4-Seamer,4.5,4,85,52.5,23,0.444,0.5,0.48,25.6,8.7,9.5,0.33,0.401,0.401,18.8
Peralta, Wandy,593974,NYY,FF,4-Seamer,3.3,4,118,14.6,22,0.294,0.882,0.521,20.9,4.5,3.3,0.349,0.917,0.531,52.9
Phillips, Evan,623465,LAD,FF,4-Seamer,0.1,0,110,45.1,22,0.368,0.421,0.398,16.4,9.1,6.5,0.36,0.466,0.404,47.1
Jones, Nate,518858,LAD,FF,4-Seamer,-2.9,-2,81,26.2,22,0.222,0.278,0.275,29.2,9.1,9.5,0.296,0.527,0.391,58.8
Biddle, Jesse,592145,ATL,FF,4-Seamer,2.3,2,85,45.7,22,0.438,0.688,0.536,6.3,4.5,10,0.296,0.516,0.428,31.3
Adams, Austin,613534,SD,FF,4-Seamer,2.3,3,124,12.9,22,0.294,0.588,0.443,25.6,18.2,16,0.224,0.333,0.341,30.8
